,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Swimming pool,Energy class,Heating type,Price,Address,Flood zone type,Garden surface,Terrace surface,Garden
8811,,2.0,Shop street,107  m² square meters,,Installed,2.0,1.0,,1.0,Yes,,,Yes,,Not specified,Gas,"€ 335,000  335000 €",Grote Markt 10 2200  - HERENTALS,Non flood zone,,20  m²  square meters,
8812,,,Shop street,102  m² square meters,,Installed,2.0,1.0,,1.0,Yes,,,Yes,,Not specified,Gas,"€ 310,000  310000 €",Grote Markt 10 2200  - HERENTALS,Non flood zone,,20  m²  square meters,
8813,To be done up,2.0,,150  m² square meters,12  m² square meters,Semi equipped,6.0,1.0,,1.0,Yes,,,,,F,Gas,"Make an offer starting from  € 122,000  Make an offer starting from  122000 €",Abeelstraat 9A 9600  - Ronse,Non flood zone,,,
8814,Good,2.0,,151  m² square meters,,Installed,4.0,1.0,1.0,2.0,,,Yes,,,B,Gas,"€ 425,000  425000 €",Oude Schrieksebaan 20 2820  - Bonheiden,Non flood zone,20  m²  square meters,,
8815,,2.0,Shop street,106  m² square meters,,Installed,2.0,1.0,1.0,2.0,Yes,,,Yes,,Not specified,Gas,"€ 335,000  335000 €",Grote Markt 10 2200  - HERENTALS,Non flood zone,,20  m²  square meters,
8816,To renovate,2.0,,125  m² square meters,,Semi equipped,3.0,1.0,,1.0,,,Yes,,,F,Gas,"€ 225,000  225000 €",Valkebeekstraat 24 1861  - Wolvertem,Non flood zone,,,
8817,Good,2.0,,200  m² square meters,,Installed,3.0,1.0,,2.0,,,Yes,,,B,Gas,"€ 395,000  395000 €",Valkebeekstraat 24 1861  - Wolvertem,Non flood zone,,,
8818,Good,2.0,,310  m² square meters,,Installed,12.0,2.0,,2.0,Yes,,,,,D,Gas,"€ 845,000  845000 €",Chaussée de Tervuren 149/3 1410  - Waterloo,,,25  m²  square meters,
8819,Good,4.0,,220  m² square meters,35  m² square meters,Hyper equipped,4.0,2.0,1.0,3.0,Yes,,,No,No,D,Fuel oil,"Make an offer starting from  € 599,000  Make an offer starting from  599000 €",Avenue Reine Astrid 215 1410  - Waterloo,,650  m²  square meters,30  m²  square meters,
8820,Good,4.0,,300  m² square meters,42  m² square meters,USA hyper equipped,5.0,3.0,3.0,4.0,,,,,,E,Fuel oil,"€ 995,000  995000 €",Place Brugmann 11 1050  - Ixelles,Non flood zone,1000  m²  square meters,30  m²  square meters,
8821,,4.0,,500  m² square meters,,Installed,4.0,1.0,,,Yes,,Yes,,,C,Fuel oil,"€ 650,000  650000 €",Grote Markt 35 9600  - Ronse,Non flood zone,,,
8822,To be done up,,,550  m² square meters,,Not installed,5.0,3.0,,4.0,,,Yes,,,Not specified,Gas,"€ 1,296,000  1296000 €",Burg Gillonlaan 115 8500  - Kortrijk,,,,
8823,To be done up,,,550  m² square meters,,Not installed,5.0,3.0,,4.0,,,Yes,,,Not specified,Gas,"€ 1,296,000  1296000 €",Burg Gillonlaan 115 8500  - Kortrijk,,,,
8824,To be done up,,,550  m² square meters,,Not installed,5.0,3.0,,4.0,,,Yes,,,Not specified,Gas,"€ 1,296,000  1296000 €",Burg Gillonlaan 115 8500  - Kortrijk,,,,
8825,Good,3.0,,148  m² square meters,39  m² square meters,Installed,3.0,,1.0,2.0,Yes,,,,,E,,"Make an offer starting from  € 225,000  Make an offer starting from  225000 €",Rue Charles Magnette 24/40 4000  - Liège,,200  m²  square meters,,
8826,,3.0,,290  m² square meters,,Installed,5.0,2.0,,3.0,,,Yes,,,Not specified,,"€ 599,000  599000 €",Schoolstraat 58 2820  - Bonheiden,Non flood zone,,,Yes
8827,Good,,,110  m² square meters,,Semi equipped,2.0,1.0,,1.0,,,,,,D,Gas,"€ 315,000  315000 €",Gentiel Antheunisplein 6 9700  - Oudenaarde,,,,
8828,To be done up,2.0,,180  m² square meters,,USA installed,1.0,2.0,2.0,2.0,,No,,No,No,F,,"€ 399,000  399000 €",Rue Potaerdenberg 31 1070  - Anderlecht,Non flood zone,85  m²  square meters,14  m²  square meters,
8829,,4.0,,103  m² square meters,25  m² square meters,Installed,2.0,1.0,,1.0,Yes,,Yes,,,D,Fuel oil,,Rue Charles Magnette 24/40 4000  - Liège,,,,Yes
8830,,4.0,,103  m² square meters,25  m² square meters,Installed,2.0,1.0,,1.0,Yes,,Yes,,,D,Fuel oil,,Rue Charles Magnette 24/40 4000  - Liège,,,,Yes
8831,To renovate,,,59  m² square meters,,Not installed,2.0,1.0,,1.0,Yes,,,Yes,,C,Gas,"€ 105,000  105000 €",Chaussée de Charleroi 226 6220  - Fleurus,,,,
8832,As new,2.0,Urban,45  m² square meters,18  m² square meters,Semi equipped,1.0,1.0,1.0,1.0,,No,,Yes,No,E,Gas,"€ 75,000  75000 €",route de Philippeville n° 167 6010  - Couillet,,,,
8833,Good,,,30  m² square meters,,Installed,1.0,,,1.0,,No,Yes,Yes,No,F,Electric,"€ 79,000  79000 €",Stationstraat 16 8420  - De Haan,Non flood zone,,,
8834,Just renovated,2.0,,110  m² square meters,13  m² square meters,Installed,1.0,1.0,,1.0,Yes,,,,,F,Fuel oil,"€ 109,000  109000 €",Route du Condroz 151 4550  - Nandrin,,145  m²  square meters,25  m²  square meters,
8835,Good,,,80  m² square meters,25  m² square meters,Installed,2.0,,,2.0,,Yes,,No,Yes,C,Gas,"€ 119,000  119000 €",Parklaan 187 9300  - Aalst,Non flood zone,,9  m²  square meters,
8836,Good,,,44  m² square meters,,Installed,1.0,,,1.0,,No,,,,C,Electric,"€ 125,000  125000 €",Hulstedorp 18 8531  - Hulste,Non flood zone,,,
8837,Good,2.0,,94  m² square meters,28  m² square meters,Not installed,1.0,1.0,,1.0,Yes,,,,,D,Gas,"€ 125,000  125000 €",Chaussée de Charleroi 226 6220  - Fleurus,,,,
8838,To be done up,2.0,Urban,81  m² square meters,30  m² square meters,Not installed,2.0,1.0,1.0,1.0,,No,,Yes,No,C,Gas,"€ 120,000  120000 €",Grand rue 191 4870  - Trooz,,,,
8839,Good,,,60  m² square meters,,Installed,2.0,,,1.0,,No,,No,No,B,Gas,"€ 165,000  165000 €",Kortrijkstraat 14 8560  - Wevelgem,,,,
8840,Good,,,78  m² square meters,,Installed,1.0,,,1.0,,No,,,,C,Electric,"€ 125,000  125000 €",Hulstedorp 18 8531  - Hulste,Non flood zone,,,
8841,Good,,,109  m² square meters,27  m² square meters,Installed,2.0,,1.0,1.0,,No,,,,G,Gas,"€ 129,000  129000 €",Rue du Vieux-Mayeur 51 4000  - Liège,Non flood zone,,24  m²  square meters,
8842,To renovate,2.0,,35  m² square meters,,Installed,1.0,,1.0,,,,,Yes,,D,Electric,"€ 125,000  125000 €",Zeedijk 127-128 8430  - Middelkerke,,,,
8843,To be done up,2.0,,64  m² square meters,,Semi equipped,2.0,1.0,,1.0,Yes,,,Yes,,E,Electric,"€ 130,000  130000 €",Avenue de Longwy 340 6700  - Arlon,,,,
8844,As new,,,39  m² square meters,25  m² square meters,Installed,,,1.0,1.0,Yes,No,,Yes,No,B,Fuel oil,"€ 129,000  129000 €",Ch. de Charleroi 95 1360  - Thorembais-St-Trond,,,,
8845,Good,,,91  m² square meters,35  m² square meters,Installed,2.0,,,1.0,,No,,Yes,No,C,Electric,"€ 165,000  165000 €",Sint-Michielsstraat 26 8800  - Roeselare,Non flood zone,,5  m²  square meters,
8846,Good,2.0,Urban,67  m² square meters,20  m² square meters,Installed,1.0,1.0,,1.0,,,Yes,,,F,Gas,"€ 167,000  167000 €",Hollebeekstraat 163A 1630  - Linkebeek,Non flood zone,,,
8847,As new,,,70  m² square meters,,Hyper equipped,2.0,,,1.0,,No,,,,C,Gas,"€ 145,000  145000 €",Leopoldlaan 85 8430  - Middelkerke,,,,
8848,To be done up,2.0,,34  m² square meters,,Semi equipped,1.0,1.0,,1.0,Yes,,,Yes,,G,Electric,"€ 165,000  165000 €",Avenue Eleonore 6 1150  - Woluwe-St-Pierre,Non flood zone,,,
8849,Good,4.0,,80  m² square meters,27  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,F,Fuel oil,"€ 145,000  145000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,2  m²  square meters,
8850,To be done up,,,107  m² square meters,33  m² square meters,Semi equipped,2.0,,,2.0,,No,Yes,Yes,No,B,Gas,"€ 140,000  140000 €",Sint-Michielsstraat 26 8800  - Roeselare,Non flood zone,,,
8851,As new,2.0,,32  m² square meters,,USA semi equipped,1.0,1.0,1.0,1.0,,No,,Yes,No,C,Gas,"€ 169,000  169000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,Non flood zone,,6  m²  square meters,
8852,Good,2.0,,88  m² square meters,18  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,C,Electric,"€ 149,000  149000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8853,Good,2.0,,108  m² square meters,50  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,F,Electric,"€ 185,000  185000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8854,Good,,,68  m² square meters,,Installed,2.0,,,1.0,,No,Yes,Yes,No,D,Electric,"€ 167,000  167000 €",Koningsstraat 23 8400  - Oostende,,,,
8855,Good,2.0,,88  m² square meters,,Semi equipped,2.0,1.0,,1.0,,,,,,C,Gas,"€ 179,000  179000 €",Zuidlaan 2 9200  - Dendermonde,Non flood zone,,,
8856,Good,,,54  m² square meters,,Installed,2.0,,,1.0,,No,Yes,,,E,Electric,"€ 169,000  169000 €",Stationstraat 16 8420  - De Haan,Non flood zone,,,
8857,,,,68  m² square meters,,Not installed,2.0,1.0,,1.0,,,Yes,,,B,,"Make an offer starting from  € 170,000  Make an offer starting from  170000 €",Sluizeken 16 9000  - Gent,Non flood zone,,,
8858,As new,2.0,,32  m² square meters,,USA semi equipped,1.0,1.0,1.0,1.0,,No,,Yes,No,B,Gas,"€ 169,000  169000 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,Non flood zone,,6  m²  square meters,
8859,Good,2.0,,99  m² square meters,30  m² square meters,Semi equipped,3.0,1.0,,1.0,Yes,,,,,D,Electric,"€ 169,000  169000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8860,Good,2.0,,83  m² square meters,,Semi equipped,2.0,1.0,,1.0,,,,,,B,Gas,"€ 179,000  179000 €",Zuidlaan 2 9200  - Dendermonde,Non flood zone,,,
8861,Good,,,171  m² square meters,50  m² square meters,Installed,3.0,,1.0,1.0,,No,,,,C,Gas,"€ 149,000  149000 €",Rue du Vieux-Mayeur 51 4000  - Liège,Non flood zone,,89  m²  square meters,
8862,Good,4.0,,50  m² square meters,30  m² square meters,Semi equipped,1.0,1.0,,1.0,,,Yes,Yes,,B,Gas,"€ 185,000  185000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,,Yes
8863,As new,3.0,,85  m² square meters,24  m² square meters,Installed,2.0,1.0,,1.0,Yes,,,Yes,,B,Gas,"€ 185,000  185000 €",Chaussée de Bruxelles 23 (sur N5) 1470  - Genappe,,,3  m²  square meters,
8864,Good,2.0,,82  m² square meters,30  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,E,Electric,"€ 155,000  155000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8865,Good,,,80  m² square meters,23  m² square meters,Semi equipped,2.0,1.0,,1.0,,,Yes,,,B,Gas,"€ 149,000  149000 €",Chaussée de Charleroi 226 6220  - Fleurus,,,,
8866,Good,2.0,,88  m² square meters,35  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,C,Electric,"€ 155,000  155000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8867,Good,2.0,,90  m² square meters,,Not installed,2.0,1.0,,1.0,Yes,,,Yes,,C,Electric,"€ 185,000  185000 €",Sluizeken 16 9000  - Gent,,,5  m²  square meters,Yes
8868,Good,2.0,,47  m² square meters,22  m² square meters,USA installed,1.0,1.0,,1.0,Yes,,,Yes,,B,Gas,"€ 189,000  189000 €",James Ensorlaan 39 1800  - Vilvoorde,Non flood zone,,30  m²  square meters,
8869,,,,83  m² square meters,,Semi equipped,1.0,,1.0,1.0,,,Yes,,,C,Gas,"€ 159,000  159000 €",Kolmen 28 3980  - Tessenderlo,Non flood zone,,,
8870,Just renovated,,,107  m² square meters,16  m² square meters,Installed,2.0,1.0,,2.0,Yes,,,,,C,Gas,"Make an offer starting from  € 189,000  Make an offer starting from  189000 €",Avenue des Ardennes 1/02 4500  - Huy,,,,
8871,Good,2.0,,88  m² square meters,35  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,,,E,Electric,"€ 159,000  159000 €",Rue Pierre Henvard 2 4053  - Embourg,,,,
8872,Good,,,104  m² square meters,,Installed,2.0,,,1.0,,No,,,,C,Gas,"€ 189,000  189000 €",Koningsstraat 23 8400  - Oostende,,,,
8873,Good,3.0,,89  m² square meters,30  m² square meters,Installed,3.0,,1.0,1.0,,No,,No,,G,Gas,"€ 195,000  195000 €",Bouquette 69 4800  - Verviers,,,,
8874,Good,2.0,,45  m² square meters,25  m² square meters,Semi equipped,,1.0,,1.0,Yes,No,,Yes,No,G,Fuel oil,"€ 195,000  195000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,,
8875,Good,,,65  m² square meters,,Semi equipped,1.0,,1.0,1.0,,,,Yes,,F,Fuel oil,"€ 160,000  160000 €",Rue Charles Magnette 24/40 4000  - Liège,,,8  m²  square meters,
8876,To be done up,3.0,,90  m² square meters,30  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,Yes,,C,Gas,"Make an offer starting from  € 192,000  Make an offer starting from  192000 €","Rue de l'Etoile, 15-17 1301  - Bierges",Non flood zone,,10  m²  square meters,
8877,Good,,,111  m² square meters,,Installed,2.0,,,2.0,Yes,No,,Yes,No,C,Gas,"€ 199,000  199000 €",Gentsestraat 10/5 8870  - Izegem,Possible flood zone,,,
8878,Just renovated,2.0,Urban,84  m² square meters,30  m² square meters,Hyper equipped,2.0,1.0,1.0,1.0,Yes,No,,Yes,No,B,Gas,"€ 189,500  189500 €",Grand rue 191 4870  - Trooz,Non flood zone,,3  m²  square meters,
8879,Good,,,55  m² square meters,28  m² square meters,Installed,1.0,,,1.0,,No,,Yes,No,C,Electric,"€ 195,000  195000 €",Parklaan 187 9300  - Aalst,Non flood zone,,4  m²  square meters,
8880,Good,,,92  m² square meters,,Installed,2.0,,,1.0,,No,,,,B,Gas,"€ 199,000  199000 €",Hulstedorp 18 8531  - Hulste,Non flood zone,,,
8881,To be done up,2.0,Urban,80  m² square meters,36  m² square meters,Semi equipped,2.0,1.0,,1.0,,No,,Yes,No,B,Gas,"€ 198,000  198000 €",Route de Marche 25 5580  - Rochefort,,,,
8882,As new,2.0,"Living area (residential, urban or rural)",105  m² square meters,,Installed,2.0,1.0,1.0,2.0,,No,,No,No,B,,"€ 199,000  199000 €",Avenue Louise 231 1050  - Ixelles,Non flood zone,,4  m²  square meters,
8883,As new,,,82  m² square meters,26  m² square meters,Installed,2.0,,1.0,1.0,Yes,No,,Yes,No,B,Fuel oil,"€ 197,000  197000 €",Rue du Vieux-Mayeur 51 4000  - Liège,,,,
8884,To be done up,2.0,,,,Semi equipped,2.0,1.0,,1.0,,,,,,C,Gas,"€ 197,000  197000 €",Dr. Persoonslaan 15 b 2830  - Willebroek,Non flood zone,,,
8885,To renovate,2.0,Isolated,70  m² square meters,20  m² square meters,Installed,2.0,1.0,,1.0,Yes,No,,Yes,No,G,,"€ 195,000  195000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,28  m²  square meters,
8886,Good,2.0,Urban,96  m² square meters,30  m² square meters,Installed,2.0,1.0,,1.0,,No,,No,No,B,Gas,"€ 199,000  199000 €",Stationstraat 30 9600  - Ronse,Non flood zone,,,
8887,To be done up,2.0,,80  m² square meters,17  m² square meters,,1.0,1.0,,,,No,,No,No,Not specified,Gas,"€ 200,000  200000 €",Rue Archimède 17 1000  - Bruxelles ville,Non flood zone,,,
8888,To be done up,4.0,,85  m² square meters,33  m² square meters,Installed,2.0,1.0,,1.0,Yes,,,Yes,,C,Gas,"Make an offer starting from  € 205,000  Make an offer starting from  205000 €",Grand' Route 69 A 1435  - Corbais,Non flood zone,,11  m²  square meters,
8889,Good,,,76  m² square meters,,Installed,3.0,,,1.0,Yes,No,Yes,Yes,No,B,Electric,"€ 205,000  205000 €",Koningsstraat 23 8400  - Oostende,Non flood zone,,,
8890,Good,2.0,Urban,110  m² square meters,,Installed,3.0,1.0,,1.0,Yes,No,,Yes,No,B,,"€ 205,000  205000 €",Rue Bonne Fortune 9 4000  - Liège,,,6  m²  square meters,
8891,As new,,,36  m² square meters,,Hyper equipped,1.0,,,1.0,,Yes,,,,A,Electric,"€ 206,515  206515 €",Rue du Vieux-Mayeur 51 4000  - Liège,Non flood zone,,,
8892,To be done up,2.0,,64  m² square meters,34  m² square meters,Installed,,1.0,,1.0,Yes,,,,,C,Fuel oil,"€ 210,000  210000 €",Place des chasseurs Ardennais 24-26 1030  - Schaerbeek,,,2  m²  square meters,
8893,Good,2.0,,100  m² square meters,,Semi equipped,3.0,1.0,,1.0,,,Yes,,,B,Gas,"€ 214,000  214000 €",Mechelbaan 509 2580  - Putte,Non flood zone,,,Yes
8894,Good,2.0,,71  m² square meters,29  m² square meters,Hyper equipped,2.0,,1.0,1.0,Yes,,,Yes,,D,Gas,"€ 210,000  210000 €",Place des chasseurs Ardennais 24-26 1030  - Schaerbeek,,,,
8895,As new,,,36  m² square meters,,Hyper equipped,1.0,,,1.0,,Yes,,,,A,Electric,"€ 206,515  206515 €",Rue du Vieux-Mayeur 51 4000  - Liège,Non flood zone,,,
8896,To be done up,,,88  m² square meters,30  m² square meters,Installed,2.0,,1.0,1.0,Yes,,,Yes,,D,Gas,"€ 210,000  210000 €",Avenue Louise 200 1050  - Bruxelles,,,2  m²  square meters,
8897,To renovate,2.0,,97  m² square meters,24  m² square meters,Not installed,2.0,1.0,1.0,1.0,,No,Yes,,,D,Gas,"€ 215,000  215000 €",Rue Eugène Toussaint 65 1090  - Jette,,,,
8898,As new,,,70  m² square meters,,Hyper equipped,2.0,,,1.0,Yes,No,,Yes,No,A,Gas,"€ 212,000  212000 €",Sompelstraat 2a 9700  - Oudenaarde,Non flood zone,,,
8899,Good,2.0,,106  m² square meters,37  m² square meters,Not installed,2.0,1.0,,1.0,Yes,No,,Yes,No,D,Fuel oil,"€ 215,000  215000 €","Avenue des Cerisiers, 212 1200  - Woluwe-St-Lambert",,,2  m²  square meters,
8900,Good,2.0,,95  m² square meters,30  m² square meters,Semi equipped,2.0,1.0,,1.0,,,,Yes,,C,Gas,"€ 220,000  220000 €",James Ensorlaan 39 1800  - Vilvoorde,Non flood zone,,3  m²  square meters,
8901,As new,2.0,,,,Hyper equipped,1.0,1.0,,1.0,,Yes,,Yes,No,B,Gas,"€ 212,000  212000 €",Zeedijk 158 8400  - Oostende,Non flood zone,,,
8902,As new,2.0,"Living area (residential, urban or rural)",64  m² square meters,22  m² square meters,Installed,1.0,1.0,,1.0,Yes,No,,Yes,No,C,Gas,"€ 215,000  215000 €",Koning Albert 1 - laan 207 8200  - Brugge,Non flood zone,,,
8903,Just renovated,2.0,,65  m² square meters,,Installed,2.0,1.0,,1.0,,,,,,C,,"€ 215,000  215000 €",Prins Boudewijnlaan 122 2610  - Wilrijk,Non flood zone,,12  m²  square meters,
8904,As new,2.0,Urban,55  m² square meters,26  m² square meters,Hyper equipped,1.0,1.0,1.0,1.0,,No,,Yes,No,D,Gas,"€ 220,000  220000 €",Chaussée d Alsemberg 256 1190  - Forest,,,,
8905,As new,,,54  m² square meters,23  m² square meters,Hyper equipped,1.0,,,1.0,,No,,,,A,Gas,"€ 215,000  215000 €",Markt 32 8700  - Tielt,,,10  m²  square meters,
8906,To be done up,2.0,,88  m² square meters,34  m² square meters,Hyper equipped,2.0,1.0,,1.0,Yes,,,Yes,,C,Gas,"€ 219,000  219000 €",Avenue de l'araucaria 59 1020  - Laeken,,,3  m²  square meters,
8907,As new,,,78  m² square meters,28  m² square meters,Hyper equipped,2.0,,,1.0,Yes,No,,Yes,No,A,Gas,"€ 215,000  215000 €",Sint-Michielsstraat 26 8800  - Roeselare,Non flood zone,,10  m²  square meters,
8908,As new,,Urban,83  m² square meters,28  m² square meters,Hyper equipped,1.0,1.0,1.0,1.0,,,,Yes,,A,,"€ 224,000  224000 €",Burchtstraat 12 9400  - Ninove,Possible flood zone,,6  m²  square meters,
8909,Good,2.0,,90  m² square meters,34  m² square meters,Installed,2.0,1.0,,1.0,,,,Yes,,C,Gas,"€ 225,000  225000 €",James Ensorlaan 39 1800  - Vilvoorde,,,17  m²  square meters,
8910,To be done up,2.0,,92  m² square meters,,Semi equipped,2.0,,1.0,1.0,,,,,,C,,"€ 225,000  225000 €",Valkebeekstraat 24 1861  - Wolvertem,,,,Yes
8911,Good,4.0,,80  m² square meters,31  m² square meters,Semi equipped,2.0,1.0,,1.0,Yes,,,Yes,,B,Gas,"€ 225,000  225000 €",Avenue Zénobe Gramme 30 1er étage 1301  - Wavre,,,8  m²  square meters,
8912,Good,,,58  m² square meters,,Installed,1.0,2.0,2.0,2.0,,,,,,D,Gas,"€ 229,000  229000 €",Sint-Gisleinsstraat 53 1000  - Bruxelles ville,,,,
8913,As new,,,88  m² square meters,,Hyper equipped,2.0,,,1.0,,No,,,,B,Gas,"€ 229,000  229000 €",Gentsestraat 10/5 8870  - Izegem,Non flood zone,,,
8914,As new,,,51  m² square meters,23  m² square meters,Hyper equipped,1.0,,,1.0,,No,,Yes,No,A,Gas,"€ 225,000  225000 €",Statiestraat 47 2400  - Mol,,,,
8915,As new,2.0,Urban,90  m² square meters,,USA hyper equipped,1.0,1.0,,2.0,,No,,No,No,E,Gas,"€ 230,000  230000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,8  m²  square meters,
8916,Good,2.0,,76  m² square meters,30  m² square meters,Installed,2.0,1.0,,1.0,Yes,No,,Yes,,E,Gas,"€ 230,000  230000 €",Avenue de Laeken 29 1090  - Jette,,,,
8917,Good,,,85  m² square meters,45  m² square meters,Installed,2.0,1.0,,1.0,Yes,,,Yes,,B,Gas,"€ 230,000  230000 €",Rue Charles Magnette 24/40 4000  - Liège,,,4  m²  square meters,
8918,Good,,Urban,95  m² square meters,40  m² square meters,Hyper equipped,2.0,1.0,,1.0,,No,,,,G,,"€ 249,000  249000 €","Rue de Wavre, 27 1300  - Wavre",Non flood zone,,,
8919,Good,3.0,,63  m² square meters,23  m² square meters,Installed,2.0,,1.0,1.0,,,,,,E,Pellet,"€ 230,000  230000 €",Chaussé de Nivelles 22 5140  - Sombreffe,,,16  m²  square meters,
8920,To be done up,2.0,Urban,,26  m² square meters,USA semi equipped,2.0,1.0,1.0,1.0,Yes,No,,No,No,G,Gas,"€ 240,000  240000 €",Rue Eugène Toussaint 65 1090  - Jette,,,,
